image_url_1,choice_1_1,choice_1_2,choice_1_3,choice_1_4,image_url_2,choice_2_1,choice_2_2,choice_2_3,choice_2_4,image_url_3,choice_3_1,choice_3_2,choice_3_3,choice_3_4,image_url_4,choice_4_1,choice_4_2,choice_4_3,choice_4_4,image_url_5,choice_5_1,choice_5_2,choice_5_3,choice_5_4,image_url_6,choice_6_1,choice_6_2,choice_6_3,choice_6_4,image_url_7,choice_7_1,choice_7_2,choice_7_3,choice_7_4,image_url_8,choice_8_1,choice_8_2,choice_8_3,choice_8_4,image_url_9,choice_9_1,choice_9_2,choice_9_3,choice_9_4,image_url_10,choice_10_1,choice_10_2,choice_10_3,choice_10_4
train/n01944390/images/n01944390_377.JPEG,gasmask,Persian cat,tailed frog,bannister,train/n02423022/images/n02423022_258.JPEG,iPod,bannister,hourglass,torch,train/n04251144/images/n04251144_375.JPEG,hourglass,tractor,triumphal arch,snail,train/n03026506/images/n03026506_237.JPEG,snail,hourglass,iPod,Persian cat,train/n04456115/images/n04456115_23.JPEG,bannister,iPod,snail,tractor,train/n03026506/images/n03026506_99.JPEG,Persian cat,Christmas stocking,snorkel,tabby,train/n02481823/images/n02481823_194.JPEG,torch,scoreboard,snorkel,tractor,train/n03026506/images/n03026506_364.JPEG,iPod,barrel,snail,scorpion,train/n02423022/images/n02423022_458.JPEG,iPod,torch,tabby,Persian cat,train/n03026506/images/n03026506_81.JPEG,suspension bridge,gasmask,iPod,snail
train/n01770393/images/n01770393_251.JPEG,triumphal arch,barrel,American lobster,snorkel,train/n04456115/images/n04456115_57.JPEG,gazelle,scorpion,snail,hourglass,train/n02481823/images/n02481823_37.JPEG,chimpanzee,snorkel,barrel,scoreboard,train/n01983481/images/n01983481_446.JPEG,Persian cat,suspension bridge,iPod,snorkel,train/n04486054/images/n04486054_277.JPEG,hourglass,scorpion,tractor,Christmas stocking,train/n01644900/images/n01644900_260.JPEG,gazelle,iPod,Christmas stocking,tabby,train/n04456115/images/n04456115_201.JPEG,tabby,suspension bridge,snail,gasmask,train/n02795169/images/n02795169_194.JPEG,gasmask,hourglass,scoreboard,snorkel,train/n04366367/images/n04366367_220.JPEG,Christmas stocking,iPod,gazelle,tabby,train/n04366367/images/n04366367_140.JPEG,bannister,scoreboard,Persian cat,tailed frog
train/n02423022/images/n02423022_478.JPEG,triumphal arch,scoreboard,bannister,chimpanzee,train/n01644900/images/n01644900_337.JPEG,tailed frog,suspension bridge,hourglass,barrel,train/n04366367/images/n04366367_172.JPEG,tabby,snail,suspension bridge,Christmas stocking,train/n02123394/images/n02123394_471.JPEG,gazelle,bannister,triumphal arch,barrel,train/n02123045/images/n02123045_125.JPEG,chimpanzee,suspension bridge,bannister,Persian cat,train/n03424325/images/n03424325_80.JPEG,tailed frog,tabby,barrel,American lobster,train/n01644900/images/n01644900_427.JPEG,bannister,tabby,torch,American lobster,train/n02423022/images/n02423022_473.JPEG,suspension bridge,tabby,triumphal arch,tailed frog,train/n04251144/images/n04251144_367.JPEG,triumphal arch,tractor,Persian cat,barrel,train/n02423022/images/n02423022_82.JPEG,tractor,triumphal arch,snail,scorpion
train/n04465501/images/n04465501_495.JPEG,snorkel,bannister,scoreboard,tabby,train/n04456115/images/n04456115_244.JPEG,gasmask,triumphal arch,scoreboard,tractor,train/n04366367/images/n04366367_480.JPEG,scoreboard,snorkel,triumphal arch,hourglass,train/n04251144/images/n04251144_357.JPEG,tailed frog,tabby,Christmas stocking,snail,train/n02123045/images/n02123045_194.JPEG,barrel,triumphal arch,tractor,Persian cat,train/n02123045/images/n02123045_31.JPEG,Persian cat,gasmask,hourglass,suspension bridge,train/n03026506/images/n03026506_270.JPEG,torch,gazelle,suspension bridge,tractor,train/n03584254/images/n03584254_102.JPEG,chimpanzee,torch,suspension bridge,snorkel,train/n03424325/images/n03424325_390.JPEG,chimpanzee,gasmask,tailed frog,tabby,train/n02788148/images/n02788148_340.JPEG,scoreboard,triumphal arch,tabby,snail
train/n04465501/images/n04465501_188.JPEG,scorpion,Christmas stocking,American lobster,suspension bridge,train/n03584254/images/n03584254_343.JPEG,chimpanzee,hourglass,snail,scoreboard,train/n04251144/images/n04251144_175.JPEG,tailed frog,tabby,gasmask,torch,train/n01644900/images/n01644900_496.JPEG,suspension bridge,gasmask,scoreboard,tractor,train/n04486054/images/n04486054_409.JPEG,chimpanzee,scoreboard,barrel,American lobster,train/n02795169/images/n02795169_291.JPEG,scoreboard,torch,Persian cat,barrel,train/n01644900/images/n01644900_437.JPEG,chimpanzee,triumphal arch,torch,scorpion,train/n04486054/images/n04486054_102.JPEG,American lobster,hourglass,tabby,gazelle,train/n02788148/images/n02788148_378.JPEG,tabby,triumphal arch,American lobster,Christmas stocking,train/n01944390/images/n01944390_331.JPEG,scorpion,snorkel,tabby,suspension bridge
train/n02788148/images/n02788148_125.JPEG,iPod,gasmask,scoreboard,tailed frog,train/n01644900/images/n01644900_426.JPEG,suspension bridge,Christmas stocking,chimpanzee,hourglass,train/n04465501/images/n04465501_142.JPEG,iPod,tabby,triumphal arch,tractor,train/n02123394/images/n02123394_341.JPEG,chimpanzee,torch,scorpion,gasmask,train/n04465501/images/n04465501_187.JPEG,tractor,tailed frog,Persian cat,hourglass,train/n03584254/images/n03584254_386.JPEG,barrel,Christmas stocking,bannister,gazelle,train/n04149813/images/n04149813_200.JPEG,torch,tabby,scoreboard,snail,train/n03544143/images/n03544143_73.JPEG,snail,tabby,torch,snorkel,train/n04456115/images/n04456115_120.JPEG,tabby,iPod,Persian cat,barrel,train/n03026506/images/n03026506_52.JPEG,torch,tailed frog,Christmas stocking,snail
train/n03424325/images/n03424325_435.JPEG,gazelle,snorkel,scoreboard,chimpanzee,train/n04251144/images/n04251144_243.JPEG,tractor,hourglass,chimpanzee,torch,train/n02788148/images/n02788148_140.JPEG,scoreboard,suspension bridge,hourglass,gazelle,train/n03544143/images/n03544143_334.JPEG,snorkel,Christmas stocking,torch,gazelle,train/n01644900/images/n01644900_257.JPEG,American lobster,hourglass,tractor,scorpion,train/n04251144/images/n04251144_73.JPEG,hourglass,Christmas stocking,iPod,tabby,train/n01644900/images/n01644900_192.JPEG,gasmask,tractor,suspension bridge,Persian cat,train/n03026506/images/n03026506_395.JPEG,scorpion,snorkel,gazelle,tailed frog,train/n01770393/images/n01770393_100.JPEG,triumphal arch,scorpion,chimpanzee,gazelle,train/n02123394/images/n02123394_158.JPEG,gazelle,iPod,gasmask,bannister
train/n03424325/images/n03424325_187.JPEG,scorpion,barrel,iPod,snail,train/n02481823/images/n02481823_300.JPEG,tractor,chimpanzee,American lobster,scorpion,train/n01983481/images/n01983481_316.JPEG,Christmas stocking,tailed frog,scoreboard,torch,train/n02795169/images/n02795169_342.JPEG,Christmas stocking,hourglass,chimpanzee,bannister,train/n04149813/images/n04149813_162.JPEG,snorkel,Persian cat,snail,tailed frog,train/n01770393/images/n01770393_102.JPEG,chimpanzee,suspension bridge,barrel,bannister,train/n01644900/images/n01644900_86.JPEG,bannister,tabby,chimpanzee,gazelle,train/n03544143/images/n03544143_499.JPEG,tailed frog,torch,snail,iPod,train/n03026506/images/n03026506_396.JPEG,Persian cat,triumphal arch,tailed frog,bannister,train/n02481823/images/n02481823_460.JPEG,scorpion,Christmas stocking,Persian cat,barrel
train/n03026506/images/n03026506_460.JPEG,hourglass,Christmas stocking,tabby,gazelle,train/n04251144/images/n04251144_458.JPEG,suspension bridge,Christmas stocking,iPod,chimpanzee,train/n04456115/images/n04456115_498.JPEG,barrel,hourglass,torch,Persian cat,train/n04486054/images/n04486054_411.JPEG,barrel,scoreboard,snail,hourglass,train/n02481823/images/n02481823_348.JPEG,suspension bridge,iPod,scorpion,barrel,train/n03026506/images/n03026506_306.JPEG,triumphal arch,chimpanzee,gazelle,tailed frog,train/n01983481/images/n01983481_470.JPEG,Persian cat,triumphal arch,torch,snorkel,train/n02795169/images/n02795169_366.JPEG,gasmask,tabby,gazelle,torch,train/n03026506/images/n03026506_363.JPEG,triumphal arch,suspension bridge,bannister,American lobster,train/n04465501/images/n04465501_338.JPEG,bannister,tailed frog,iPod,Christmas stocking
train/n02423022/images/n02423022_116.JPEG,hourglass,scorpion,suspension bridge,gasmask,train/n04149813/images/n04149813_149.JPEG,snail,bannister,scoreboard,barrel,train/n04465501/images/n04465501_376.JPEG,gazelle,tabby,chimpanzee,torch,train/n01983481/images/n01983481_354.JPEG,chimpanzee,bannister,torch,American lobster,train/n04465501/images/n04465501_124.JPEG,scoreboard,snail,Christmas stocking,tabby,train/n02788148/images/n02788148_363.JPEG,gasmask,suspension bridge,tractor,hourglass,train/n03424325/images/n03424325_337.JPEG,American lobster,Persian cat,barrel,scorpion,train/n03424325/images/n03424325_359.JPEG,tabby,tailed frog,snail,Persian cat,train/n02788148/images/n02788148_170.JPEG,triumphal arch,chimpanzee,iPod,snorkel,train/n04456115/images/n04456115_291.JPEG,hourglass,gazelle,barrel,snorkel
train/n01983481/images/n01983481_161.JPEG,triumphal arch,gasmask,American lobster,Persian cat,train/n04465501/images/n04465501_345.JPEG,tailed frog,barrel,torch,chimpanzee,train/n02481823/images/n02481823_52.JPEG,snorkel,suspension bridge,Christmas stocking,iPod,train/n02481823/images/n02481823_171.JPEG,snail,barrel,bannister,snorkel,train/n02788148/images/n02788148_169.JPEG,torch,tabby,chimpanzee,snorkel,train/n02481823/images/n02481823_331.JPEG,triumphal arch,snorkel,scorpion,bannister,train/n04251144/images/n04251144_470.JPEG,tractor,scoreboard,Christmas stocking,suspension bridge,train/n03424325/images/n03424325_262.JPEG,barrel,scoreboard,bannister,tabby,train/n01770393/images/n01770393_387.JPEG,hourglass,gazelle,suspension bridge,snail,train/n02123394/images/n02123394_134.JPEG,suspension bridge,torch,gazelle,tabby
train/n01770393/images/n01770393_426.JPEG,American lobster,scoreboard,barrel,snorkel,train/n01983481/images/n01983481_478.JPEG,suspension bridge,chimpanzee,gasmask,torch,train/n04486054/images/n04486054_341.JPEG,snail,barrel,scorpion,scoreboard,train/n03424325/images/n03424325_172.JPEG,suspension bridge,triumphal arch,tabby,tractor,train/n04366367/images/n04366367_125.JPEG,scoreboard,snorkel,tractor,tabby,train/n04251144/images/n04251144_219.JPEG,chimpanzee,American lobster,barrel,snail,train/n02788148/images/n02788148_397.JPEG,Persian cat,suspension bridge,American lobster,snorkel,train/n02795169/images/n02795169_57.JPEG,American lobster,triumphal arch,bannister,barrel,train/n03544143/images/n03544143_455.JPEG,Christmas stocking,suspension bridge,tabby,tailed frog,train/n03026506/images/n03026506_182.JPEG,gasmask,triumphal arch,snorkel,scorpion
train/n03544143/images/n03544143_368.JPEG,Persian cat,scorpion,barrel,snorkel,train/n03544143/images/n03544143_439.JPEG,gasmask,hourglass,tailed frog,chimpanzee,train/n04486054/images/n04486054_384.JPEG,tractor,American lobster,hourglass,Christmas stocking,train/n04251144/images/n04251144_460.JPEG,barrel,torch,tailed frog,gasmask,train/n02795169/images/n02795169_23.JPEG,torch,Christmas stocking,gazelle,chimpanzee,train/n02423022/images/n02423022_362.JPEG,Persian cat,snorkel,chimpanzee,torch,train/n04366367/images/n04366367_281.JPEG,bannister,iPod,gasmask,suspension bridge,train/n01944390/images/n01944390_236.JPEG,suspension bridge,hourglass,Persian cat,tabby,train/n03544143/images/n03544143_60.JPEG,gazelle,snail,barrel,tractor,train/n03544143/images/n03544143_459.JPEG,scoreboard,American lobster,bannister,gasmask
train/n03026506/images/n03026506_350.JPEG,chimpanzee,snail,suspension bridge,torch,train/n02123394/images/n02123394_111.JPEG,gazelle,torch,snail,bannister,train/n01770393/images/n01770393_475.JPEG,chimpanzee,tractor,tailed frog,torch,train/n02123045/images/n02123045_343.JPEG,triumphal arch,barrel,chimpanzee,iPod,train/n02795169/images/n02795169_451.JPEG,hourglass,bannister,gasmask,barrel,train/n03544143/images/n03544143_417.JPEG,tractor,suspension bridge,snorkel,tailed frog,train/n04456115/images/n04456115_459.JPEG,iPod,Persian cat,tractor,triumphal arch,train/n04366367/images/n04366367_51.JPEG,American lobster,gasmask,scorpion,Persian cat,train/n01944390/images/n01944390_452.JPEG,snail,triumphal arch,Persian cat,American lobster,train/n04465501/images/n04465501_193.JPEG,triumphal arch,tractor,hourglass,tabby
train/n02788148/images/n02788148_418.JPEG,scoreboard,Christmas stocking,torch,gazelle,train/n02123394/images/n02123394_420.JPEG,bannister,tailed frog,iPod,tabby,train/n03026506/images/n03026506_3.JPEG,suspension bridge,scoreboard,tractor,scorpion,train/n02795169/images/n02795169_288.JPEG,barrel,Christmas stocking,iPod,American lobster,train/n04456115/images/n04456115_202.JPEG,snail,suspension bridge,American lobster,hourglass,train/n03584254/images/n03584254_207.JPEG,tabby,tailed frog,snail,Persian cat,train/n03584254/images/n03584254_268.JPEG,torch,tailed frog,bannister,barrel,train/n04366367/images/n04366367_339.JPEG,American lobster,scoreboard,Persian cat,hourglass,train/n04486054/images/n04486054_242.JPEG,gasmask,chimpanzee,tailed frog,hourglass,train/n02481823/images/n02481823_235.JPEG,hourglass,chimpanzee,tabby,scoreboard
train/n01644900/images/n01644900_17.JPEG,torch,bannister,barrel,Christmas stocking,train/n01644900/images/n01644900_379.JPEG,Christmas stocking,hourglass,Persian cat,scoreboard,train/n04366367/images/n04366367_301.JPEG,tailed frog,suspension bridge,snail,iPod,train/n02481823/images/n02481823_250.JPEG,scoreboard,bannister,barrel,gazelle,train/n02123045/images/n02123045_330.JPEG,tailed frog,Christmas stocking,Persian cat,scoreboard,train/n01983481/images/n01983481_365.JPEG,gasmask,American lobster,gazelle,hourglass,train/n04149813/images/n04149813_450.JPEG,tractor,torch,suspension bridge,scoreboard,train/n02123045/images/n02123045_384.JPEG,scoreboard,gasmask,tractor,chimpanzee,train/n04366367/images/n04366367_137.JPEG,snail,torch,tractor,barrel,train/n04456115/images/n04456115_391.JPEG,chimpanzee,scorpion,tractor,torch
train/n03424325/images/n03424325_344.JPEG,tailed frog,scoreboard,tractor,Christmas stocking,train/n02423022/images/n02423022_264.JPEG,gazelle,Persian cat,iPod,snail,train/n02795169/images/n02795169_9.JPEG,suspension bridge,scorpion,tailed frog,tractor,train/n04456115/images/n04456115_298.JPEG,chimpanzee,torch,barrel,iPod,train/n04465501/images/n04465501_114.JPEG,Persian cat,tailed frog,hourglass,scoreboard,train/n04465501/images/n04465501_476.JPEG,scorpion,gazelle,torch,bannister,train/n04486054/images/n04486054_416.JPEG,scoreboard,Christmas stocking,gazelle,tractor,train/n04366367/images/n04366367_173.JPEG,Persian cat,tractor,barrel,tabby,train/n02123394/images/n02123394_9.JPEG,snorkel,tailed frog,barrel,bannister,train/n03026506/images/n03026506_392.JPEG,suspension bridge,snail,tabby,gasmask
train/n02123045/images/n02123045_362.JPEG,snorkel,tabby,Christmas stocking,suspension bridge,train/n02788148/images/n02788148_403.JPEG,scoreboard,bannister,hourglass,tractor,train/n03424325/images/n03424325_140.JPEG,suspension bridge,tailed frog,snail,scoreboard,train/n02423022/images/n02423022_137.JPEG,Persian cat,tabby,scorpion,bannister,train/n03584254/images/n03584254_411.JPEG,barrel,hourglass,gazelle,triumphal arch,train/n02788148/images/n02788148_217.JPEG,snorkel,scorpion,iPod,bannister,train/n04251144/images/n04251144_256.JPEG,scorpion,tractor,bannister,barrel,train/n01983481/images/n01983481_148.JPEG,scorpion,scoreboard,American lobster,barrel,train/n04465501/images/n04465501_365.JPEG,tractor,suspension bridge,American lobster,scorpion,train/n02788148/images/n02788148_443.JPEG,chimpanzee,barrel,scorpion,snail
train/n01944390/images/n01944390_351.JPEG,tabby,Christmas stocking,scorpion,snail,train/n04456115/images/n04456115_166.JPEG,gazelle,chimpanzee,torch,iPod,train/n03584254/images/n03584254_91.JPEG,barrel,suspension bridge,scoreboard,snorkel,train/n02123394/images/n02123394_123.JPEG,snorkel,scorpion,bannister,American lobster,train/n02423022/images/n02423022_185.JPEG,scorpion,torch,hourglass,suspension bridge,train/n03544143/images/n03544143_400.JPEG,gasmask,hourglass,tabby,Christmas stocking,train/n03424325/images/n03424325_306.JPEG,triumphal arch,bannister,Persian cat,gasmask,train/n02423022/images/n02423022_419.JPEG,tabby,chimpanzee,bannister,gasmask,train/n02423022/images/n02423022_335.JPEG,barrel,snorkel,iPod,Persian cat,train/n01944390/images/n01944390_434.JPEG,scoreboard,tabby,barrel,gasmask
train/n03544143/images/n03544143_282.JPEG,gazelle,tractor,gasmask,torch,train/n02123045/images/n02123045_443.JPEG,scoreboard,gasmask,scorpion,hourglass,train/n04149813/images/n04149813_325.JPEG,chimpanzee,tractor,hourglass,tailed frog,train/n01770393/images/n01770393_11.JPEG,hourglass,gasmask,tabby,tractor,train/n04251144/images/n04251144_138.JPEG,tailed frog,scoreboard,gasmask,tractor,train/n03424325/images/n03424325_466.JPEG,American lobster,torch,triumphal arch,suspension bridge,train/n01944390/images/n01944390_447.JPEG,Persian cat,tailed frog,bannister,American lobster,train/n04465501/images/n04465501_8.JPEG,Persian cat,snail,scorpion,iPod,train/n03584254/images/n03584254_110.JPEG,triumphal arch,Persian cat,iPod,gazelle,train/n02788148/images/n02788148_203.JPEG,Persian cat,scoreboard,gazelle,tailed frog
train/n01944390/images/n01944390_91.JPEG,iPod,barrel,snail,suspension bridge,train/n03544143/images/n03544143_116.JPEG,gasmask,gazelle,bannister,scoreboard,train/n04486054/images/n04486054_221.JPEG,tabby,iPod,tractor,Christmas stocking,train/n01770393/images/n01770393_29.JPEG,Persian cat,iPod,scoreboard,chimpanzee,train/n03584254/images/n03584254_240.JPEG,snail,bannister,triumphal arch,iPod,train/n02795169/images/n02795169_412.JPEG,tractor,scorpion,gazelle,tabby,train/n03544143/images/n03544143_199.JPEG,Persian cat,tabby,suspension bridge,chimpanzee,train/n03026506/images/n03026506_153.JPEG,torch,barrel,triumphal arch,scoreboard,train/n04456115/images/n04456115_325.JPEG,scoreboard,hourglass,torch,gasmask,train/n04456115/images/n04456115_2.JPEG,Persian cat,snail,Christmas stocking,hourglass
train/n03544143/images/n03544143_488.JPEG,scoreboard,Christmas stocking,iPod,hourglass,train/n03026506/images/n03026506_51.JPEG,triumphal arch,American lobster,hourglass,scoreboard,train/n04465501/images/n04465501_144.JPEG,torch,tailed frog,iPod,American lobster,train/n03026506/images/n03026506_481.JPEG,gazelle,bannister,scorpion,snorkel,train/n04486054/images/n04486054_59.JPEG,torch,iPod,gasmask,tabby,train/n04366367/images/n04366367_464.JPEG,snail,tailed frog,triumphal arch,snorkel,train/n04149813/images/n04149813_116.JPEG,tabby,tailed frog,hourglass,American lobster,train/n02123045/images/n02123045_286.JPEG,Christmas stocking,tabby,chimpanzee,gazelle,train/n01770393/images/n01770393_481.JPEG,hourglass,tailed frog,snorkel,tractor,train/n04486054/images/n04486054_139.JPEG,scoreboard,American lobster,gazelle,triumphal arch
