image_url_1,choice_1_1,choice_1_2,choice_1_3,choice_1_4,image_url_2,choice_2_1,choice_2_2,choice_2_3,choice_2_4,image_url_3,choice_3_1,choice_3_2,choice_3_3,choice_3_4,image_url_4,choice_4_1,choice_4_2,choice_4_3,choice_4_4,image_url_5,choice_5_1,choice_5_2,choice_5_3,choice_5_4,image_url_6,choice_6_1,choice_6_2,choice_6_3,choice_6_4,image_url_7,choice_7_1,choice_7_2,choice_7_3,choice_7_4,image_url_8,choice_8_1,choice_8_2,choice_8_3,choice_8_4,image_url_9,choice_9_1,choice_9_2,choice_9_3,choice_9_4,image_url_10,choice_10_1,choice_10_2,choice_10_3,choice_10_4
train/n02281406/images/n02281406_459.JPEG,pizza,torch,kimono,oboe,train/n09193705/images/n09193705_168.JPEG,cardigan,oboe,torch,kimono,train/n02963159/images/n02963159_401.JPEG,pizza,alp,torch,sulphur butterfly,train/n03617480/images/n03617480_454.JPEG,sulphur butterfly,cardigan,backpack,torch,train/n03706229/images/n03706229_20.JPEG,kimono,magnetic compass,cardigan,torch,train/n03706229/images/n03706229_118.JPEG,kimono,oboe,magnetic compass,sandal,train/n03706229/images/n03706229_287.JPEG,sandal,backpack,oboe,sulphur butterfly,train/n02769748/images/n02769748_61.JPEG,backpack,cardigan,pizza,sandal,train/n02769748/images/n02769748_153.JPEG,pizza,oboe,torch,kimono,train/n04133789/images/n04133789_470.JPEG,backpack,cardigan,magnetic compass,pizza
train/n03617480/images/n03617480_75.JPEG,sandal,magnetic compass,cardigan,alp,train/n09193705/images/n09193705_25.JPEG,cardigan,sandal,torch,magnetic compass,train/n03838899/images/n03838899_353.JPEG,alp,backpack,sandal,oboe,train/n02963159/images/n02963159_80.JPEG,backpack,pizza,oboe,magnetic compass,train/n03838899/images/n03838899_361.JPEG,magnetic compass,torch,pizza,kimono,train/n07873807/images/n07873807_386.JPEG,alp,backpack,magnetic compass,torch,train/n07873807/images/n07873807_31.JPEG,sulphur butterfly,backpack,kimono,magnetic compass,train/n02281406/images/n02281406_203.JPEG,magnetic compass,pizza,torch,oboe,train/n03617480/images/n03617480_231.JPEG,kimono,magnetic compass,alp,pizza,train/n03706229/images/n03706229_191.JPEG,pizza,sulphur butterfly,alp,cardigan
train/n07873807/images/n07873807_24.JPEG,kimono,magnetic compass,cardigan,sandal,train/n04133789/images/n04133789_451.JPEG,magnetic compass,sandal,cardigan,sulphur butterfly,train/n07873807/images/n07873807_425.JPEG,kimono,magnetic compass,sandal,alp,train/n02769748/images/n02769748_438.JPEG,alp,sandal,sulphur butterfly,torch,train/n03706229/images/n03706229_327.JPEG,oboe,cardigan,pizza,kimono,train/n07873807/images/n07873807_321.JPEG,magnetic compass,cardigan,pizza,kimono,train/n09193705/images/n09193705_181.JPEG,sandal,torch,pizza,kimono,train/n02963159/images/n02963159_356.JPEG,backpack,sandal,torch,oboe,train/n03617480/images/n03617480_308.JPEG,torch,kimono,oboe,cardigan,train/n07873807/images/n07873807_46.JPEG,sandal,pizza,kimono,torch
train/n03706229/images/n03706229_65.JPEG,backpack,sandal,kimono,pizza,train/n02281406/images/n02281406_108.JPEG,kimono,sulphur butterfly,oboe,sandal,train/n09193705/images/n09193705_454.JPEG,sandal,alp,oboe,magnetic compass,train/n02769748/images/n02769748_321.JPEG,pizza,alp,sulphur butterfly,magnetic compass,train/n09193705/images/n09193705_29.JPEG,alp,backpack,oboe,cardigan,train/n03838899/images/n03838899_31.JPEG,backpack,sulphur butterfly,sandal,oboe,train/n07873807/images/n07873807_365.JPEG,oboe,cardigan,kimono,pizza,train/n02769748/images/n02769748_448.JPEG,cardigan,pizza,oboe,torch,train/n04456115/images/n04456115_262.JPEG,cardigan,kimono,sulphur butterfly,magnetic compass,train/n02769748/images/n02769748_71.JPEG,oboe,pizza,sulphur butterfly,sandal
train/n03706229/images/n03706229_63.JPEG,sulphur butterfly,pizza,backpack,cardigan,train/n02963159/images/n02963159_215.JPEG,magnetic compass,pizza,sulphur butterfly,cardigan,train/n04133789/images/n04133789_192.JPEG,pizza,oboe,cardigan,backpack,train/n09193705/images/n09193705_132.JPEG,alp,cardigan,kimono,sandal,train/n03838899/images/n03838899_168.JPEG,magnetic compass,sandal,alp,torch,train/n02281406/images/n02281406_252.JPEG,sulphur butterfly,kimono,pizza,backpack,train/n07873807/images/n07873807_95.JPEG,torch,pizza,sandal,backpack,train/n02963159/images/n02963159_375.JPEG,torch,cardigan,oboe,magnetic compass,train/n02281406/images/n02281406_371.JPEG,torch,pizza,kimono,alp,train/n02963159/images/n02963159_95.JPEG,oboe,sandal,torch,pizza
train/n03706229/images/n03706229_409.JPEG,alp,sulphur butterfly,kimono,backpack,train/n03617480/images/n03617480_284.JPEG,magnetic compass,backpack,cardigan,pizza,train/n04133789/images/n04133789_52.JPEG,kimono,cardigan,oboe,torch,train/n04133789/images/n04133789_154.JPEG,cardigan,torch,oboe,kimono,train/n03706229/images/n03706229_54.JPEG,sandal,pizza,backpack,torch,train/n03706229/images/n03706229_60.JPEG,cardigan,pizza,backpack,magnetic compass,train/n04456115/images/n04456115_91.JPEG,alp,sandal,torch,sulphur butterfly,train/n07873807/images/n07873807_4.JPEG,oboe,alp,kimono,cardigan,train/n07873807/images/n07873807_27.JPEG,kimono,sulphur butterfly,backpack,alp,train/n04133789/images/n04133789_54.JPEG,oboe,kimono,sulphur butterfly,torch
train/n03838899/images/n03838899_241.JPEG,sulphur butterfly,sandal,backpack,kimono,train/n09193705/images/n09193705_193.JPEG,oboe,sulphur butterfly,kimono,torch,train/n09193705/images/n09193705_198.JPEG,alp,backpack,torch,sandal,train/n02769748/images/n02769748_154.JPEG,cardigan,torch,kimono,sulphur butterfly,train/n04133789/images/n04133789_300.JPEG,oboe,sandal,kimono,backpack,train/n07873807/images/n07873807_125.JPEG,alp,backpack,magnetic compass,sulphur butterfly,train/n02963159/images/n02963159_40.JPEG,pizza,oboe,magnetic compass,cardigan,train/n09193705/images/n09193705_435.JPEG,backpack,sandal,alp,torch,train/n02281406/images/n02281406_4.JPEG,kimono,magnetic compass,cardigan,sandal,train/n02769748/images/n02769748_222.JPEG,sandal,oboe,cardigan,sulphur butterfly
train/n02963159/images/n02963159_446.JPEG,alp,kimono,torch,cardigan,train/n03617480/images/n03617480_438.JPEG,magnetic compass,sulphur butterfly,cardigan,torch,train/n03617480/images/n03617480_464.JPEG,torch,alp,oboe,sulphur butterfly,train/n07873807/images/n07873807_34.JPEG,cardigan,alp,torch,backpack,train/n04133789/images/n04133789_158.JPEG,kimono,alp,torch,sulphur butterfly,train/n04133789/images/n04133789_235.JPEG,cardigan,magnetic compass,pizza,sulphur butterfly,train/n03617480/images/n03617480_142.JPEG,sandal,torch,alp,magnetic compass,train/n02281406/images/n02281406_332.JPEG,alp,sulphur butterfly,sandal,pizza,train/n03706229/images/n03706229_85.JPEG,sulphur butterfly,oboe,alp,cardigan,train/n02281406/images/n02281406_36.JPEG,torch,backpack,cardigan,oboe
train/n04456115/images/n04456115_470.JPEG,oboe,alp,magnetic compass,sandal,train/n03617480/images/n03617480_112.JPEG,oboe,magnetic compass,backpack,pizza,train/n07873807/images/n07873807_69.JPEG,magnetic compass,sandal,kimono,torch,train/n03706229/images/n03706229_109.JPEG,oboe,sulphur butterfly,alp,torch,train/n03617480/images/n03617480_414.JPEG,pizza,sulphur butterfly,alp,magnetic compass,train/n07873807/images/n07873807_262.JPEG,sulphur butterfly,backpack,cardigan,oboe,train/n09193705/images/n09193705_22.JPEG,alp,magnetic compass,oboe,backpack,train/n02281406/images/n02281406_2.JPEG,alp,sandal,torch,pizza,train/n03706229/images/n03706229_51.JPEG,pizza,kimono,magnetic compass,backpack,train/n03838899/images/n03838899_97.JPEG,kimono,pizza,sulphur butterfly,magnetic compass
train/n09193705/images/n09193705_401.JPEG,sandal,alp,kimono,backpack,train/n03706229/images/n03706229_174.JPEG,magnetic compass,oboe,sulphur butterfly,alp,train/n02963159/images/n02963159_229.JPEG,sulphur butterfly,kimono,torch,backpack,train/n02963159/images/n02963159_209.JPEG,sulphur butterfly,backpack,oboe,pizza,train/n03617480/images/n03617480_481.JPEG,cardigan,oboe,sulphur butterfly,magnetic compass,train/n02963159/images/n02963159_289.JPEG,pizza,sandal,sulphur butterfly,oboe,train/n02281406/images/n02281406_124.JPEG,magnetic compass,alp,kimono,pizza,train/n02281406/images/n02281406_152.JPEG,sandal,magnetic compass,cardigan,alp,train/n02769748/images/n02769748_136.JPEG,backpack,kimono,torch,magnetic compass,train/n03706229/images/n03706229_289.JPEG,torch,sulphur butterfly,backpack,sandal
train/n02963159/images/n02963159_297.JPEG,sandal,cardigan,oboe,backpack,train/n02769748/images/n02769748_316.JPEG,torch,cardigan,magnetic compass,oboe,train/n02769748/images/n02769748_101.JPEG,backpack,alp,pizza,cardigan,train/n04133789/images/n04133789_93.JPEG,kimono,backpack,alp,sulphur butterfly,train/n09193705/images/n09193705_184.JPEG,backpack,alp,kimono,magnetic compass,train/n02281406/images/n02281406_63.JPEG,magnetic compass,cardigan,pizza,backpack,train/n07873807/images/n07873807_382.JPEG,backpack,oboe,sandal,kimono,train/n03706229/images/n03706229_401.JPEG,magnetic compass,kimono,backpack,torch,train/n04456115/images/n04456115_384.JPEG,torch,alp,pizza,magnetic compass,train/n02281406/images/n02281406_232.JPEG,oboe,torch,alp,magnetic compass
train/n09193705/images/n09193705_235.JPEG,pizza,cardigan,sulphur butterfly,magnetic compass,train/n07873807/images/n07873807_266.JPEG,cardigan,backpack,sandal,sulphur butterfly,train/n02769748/images/n02769748_21.JPEG,torch,backpack,sulphur butterfly,oboe,train/n09193705/images/n09193705_250.JPEG,torch,pizza,alp,kimono,train/n03838899/images/n03838899_326.JPEG,sandal,pizza,cardigan,alp,train/n03838899/images/n03838899_40.JPEG,alp,sandal,oboe,cardigan,train/n03838899/images/n03838899_210.JPEG,pizza,alp,torch,oboe,train/n02963159/images/n02963159_266.JPEG,magnetic compass,sulphur butterfly,sandal,pizza,train/n02769748/images/n02769748_157.JPEG,alp,torch,oboe,kimono,train/n09193705/images/n09193705_328.JPEG,torch,sulphur butterfly,oboe,pizza
train/n02769748/images/n02769748_348.JPEG,torch,magnetic compass,kimono,oboe,train/n04133789/images/n04133789_169.JPEG,alp,kimono,magnetic compass,torch,train/n07873807/images/n07873807_225.JPEG,torch,cardigan,alp,sulphur butterfly,train/n03838899/images/n03838899_371.JPEG,torch,sulphur butterfly,kimono,alp,train/n03838899/images/n03838899_320.JPEG,sandal,kimono,magnetic compass,cardigan,train/n04133789/images/n04133789_151.JPEG,alp,backpack,pizza,kimono,train/n03617480/images/n03617480_223.JPEG,sulphur butterfly,kimono,cardigan,alp,train/n02963159/images/n02963159_119.JPEG,sulphur butterfly,magnetic compass,oboe,torch,train/n09193705/images/n09193705_438.JPEG,magnetic compass,sandal,backpack,alp,train/n03617480/images/n03617480_51.JPEG,oboe,sandal,alp,backpack
train/n02963159/images/n02963159_205.JPEG,kimono,cardigan,sandal,torch,train/n04133789/images/n04133789_139.JPEG,backpack,kimono,cardigan,oboe,train/n02963159/images/n02963159_219.JPEG,oboe,torch,kimono,cardigan,train/n03838899/images/n03838899_188.JPEG,magnetic compass,kimono,pizza,sulphur butterfly,train/n02281406/images/n02281406_46.JPEG,alp,kimono,sandal,pizza,train/n02963159/images/n02963159_295.JPEG,backpack,sandal,magnetic compass,alp,train/n02769748/images/n02769748_488.JPEG,cardigan,kimono,sulphur butterfly,magnetic compass,train/n09193705/images/n09193705_444.JPEG,torch,cardigan,alp,sulphur butterfly,train/n04456115/images/n04456115_99.JPEG,cardigan,oboe,alp,backpack,train/n03838899/images/n03838899_396.JPEG,magnetic compass,sulphur butterfly,cardigan,sandal
train/n03706229/images/n03706229_251.JPEG,torch,kimono,cardigan,pizza,train/n03838899/images/n03838899_4.JPEG,sandal,torch,backpack,sulphur butterfly,train/n02281406/images/n02281406_13.JPEG,sulphur butterfly,pizza,torch,alp,train/n02963159/images/n02963159_246.JPEG,torch,sulphur butterfly,pizza,oboe,train/n02963159/images/n02963159_403.JPEG,oboe,torch,alp,cardigan,train/n03617480/images/n03617480_407.JPEG,alp,magnetic compass,sandal,pizza,train/n02769748/images/n02769748_313.JPEG,magnetic compass,oboe,kimono,sandal,train/n02963159/images/n02963159_226.JPEG,kimono,sandal,sulphur butterfly,torch,train/n07873807/images/n07873807_320.JPEG,oboe,sulphur butterfly,backpack,torch,train/n02769748/images/n02769748_124.JPEG,kimono,pizza,sandal,cardigan
train/n09193705/images/n09193705_440.JPEG,pizza,magnetic compass,oboe,cardigan,train/n04133789/images/n04133789_489.JPEG,alp,cardigan,torch,oboe,train/n02769748/images/n02769748_115.JPEG,kimono,cardigan,pizza,oboe,train/n04456115/images/n04456115_85.JPEG,torch,alp,pizza,oboe,train/n02769748/images/n02769748_160.JPEG,sandal,backpack,magnetic compass,alp,train/n02769748/images/n02769748_132.JPEG,torch,sulphur butterfly,backpack,magnetic compass,train/n03617480/images/n03617480_235.JPEG,magnetic compass,torch,alp,cardigan,train/n02281406/images/n02281406_169.JPEG,sandal,cardigan,torch,kimono,train/n03838899/images/n03838899_478.JPEG,pizza,sandal,magnetic compass,cardigan,train/n03617480/images/n03617480_19.JPEG,magnetic compass,torch,cardigan,alp
train/n03617480/images/n03617480_104.JPEG,backpack,torch,kimono,magnetic compass,train/n03838899/images/n03838899_34.JPEG,oboe,backpack,sandal,torch,train/n03617480/images/n03617480_40.JPEG,torch,magnetic compass,kimono,backpack,train/n02281406/images/n02281406_276.JPEG,sandal,torch,magnetic compass,cardigan,train/n02963159/images/n02963159_92.JPEG,sulphur butterfly,cardigan,kimono,oboe,train/n03617480/images/n03617480_77.JPEG,pizza,backpack,alp,oboe,train/n02963159/images/n02963159_400.JPEG,magnetic compass,kimono,backpack,torch,train/n02963159/images/n02963159_49.JPEG,sandal,alp,kimono,pizza,train/n07873807/images/n07873807_7.JPEG,alp,magnetic compass,pizza,sulphur butterfly,train/n04456115/images/n04456115_352.JPEG,torch,alp,pizza,sulphur butterfly
train/n04133789/images/n04133789_149.JPEG,oboe,backpack,cardigan,sulphur butterfly,train/n03617480/images/n03617480_264.JPEG,kimono,backpack,oboe,sulphur butterfly,train/n02281406/images/n02281406_354.JPEG,torch,pizza,alp,sandal,train/n07873807/images/n07873807_42.JPEG,kimono,oboe,alp,magnetic compass,train/n04133789/images/n04133789_449.JPEG,backpack,oboe,sandal,torch,train/n02963159/images/n02963159_4.JPEG,backpack,oboe,alp,magnetic compass,train/n02281406/images/n02281406_474.JPEG,oboe,sandal,alp,pizza,train/n04133789/images/n04133789_365.JPEG,oboe,backpack,pizza,magnetic compass,train/n02769748/images/n02769748_211.JPEG,torch,alp,magnetic compass,backpack,train/n04133789/images/n04133789_114.JPEG,sulphur butterfly,pizza,oboe,torch
train/n03838899/images/n03838899_338.JPEG,cardigan,alp,sandal,kimono,train/n03838899/images/n03838899_290.JPEG,pizza,sulphur butterfly,oboe,cardigan,train/n02281406/images/n02281406_423.JPEG,magnetic compass,pizza,cardigan,kimono,train/n09193705/images/n09193705_331.JPEG,kimono,alp,torch,cardigan,train/n04133789/images/n04133789_167.JPEG,sulphur butterfly,magnetic compass,backpack,torch,train/n03706229/images/n03706229_189.JPEG,kimono,cardigan,pizza,backpack,train/n03838899/images/n03838899_153.JPEG,oboe,sulphur butterfly,sandal,torch,train/n03617480/images/n03617480_274.JPEG,kimono,cardigan,sulphur butterfly,pizza,train/n04456115/images/n04456115_120.JPEG,magnetic compass,sulphur butterfly,torch,sandal,train/n09193705/images/n09193705_133.JPEG,alp,cardigan,sandal,sulphur butterfly
train/n09193705/images/n09193705_182.JPEG,cardigan,torch,pizza,alp,train/n02769748/images/n02769748_383.JPEG,oboe,cardigan,sandal,sulphur butterfly,train/n03617480/images/n03617480_124.JPEG,pizza,backpack,sandal,sulphur butterfly,train/n07873807/images/n07873807_182.JPEG,torch,pizza,kimono,alp,train/n09193705/images/n09193705_108.JPEG,oboe,backpack,pizza,kimono,train/n02281406/images/n02281406_345.JPEG,cardigan,torch,magnetic compass,sulphur butterfly,train/n02769748/images/n02769748_258.JPEG,sandal,oboe,magnetic compass,pizza,train/n03838899/images/n03838899_214.JPEG,alp,sulphur butterfly,kimono,magnetic compass,train/n02963159/images/n02963159_32.JPEG,magnetic compass,alp,sulphur butterfly,kimono,train/n02769748/images/n02769748_455.JPEG,oboe,backpack,alp,kimono
train/n03838899/images/n03838899_136.JPEG,kimono,backpack,torch,pizza,train/n04456115/images/n04456115_27.JPEG,pizza,sandal,kimono,alp,train/n02963159/images/n02963159_380.JPEG,backpack,pizza,sandal,oboe,train/n07873807/images/n07873807_287.JPEG,sulphur butterfly,pizza,cardigan,alp,train/n02963159/images/n02963159_497.JPEG,torch,pizza,cardigan,sandal,train/n02769748/images/n02769748_302.JPEG,alp,torch,sulphur butterfly,kimono,train/n03706229/images/n03706229_61.JPEG,pizza,cardigan,torch,backpack,train/n02281406/images/n02281406_453.JPEG,torch,sulphur butterfly,oboe,kimono,train/n02963159/images/n02963159_485.JPEG,torch,oboe,backpack,sulphur butterfly,train/n03838899/images/n03838899_489.JPEG,sandal,torch,magnetic compass,backpack
train/n04456115/images/n04456115_116.JPEG,backpack,torch,alp,pizza,train/n03838899/images/n03838899_354.JPEG,sandal,magnetic compass,alp,backpack,train/n02281406/images/n02281406_87.JPEG,alp,backpack,magnetic compass,pizza,train/n04133789/images/n04133789_225.JPEG,alp,backpack,sulphur butterfly,cardigan,train/n03617480/images/n03617480_67.JPEG,backpack,sandal,alp,magnetic compass,train/n09193705/images/n09193705_281.JPEG,kimono,backpack,torch,sandal,train/n04456115/images/n04456115_141.JPEG,sulphur butterfly,oboe,cardigan,magnetic compass,train/n04133789/images/n04133789_477.JPEG,torch,pizza,magnetic compass,sulphur butterfly,train/n03838899/images/n03838899_14.JPEG,magnetic compass,sulphur butterfly,torch,sandal,train/n09193705/images/n09193705_143.JPEG,backpack,oboe,torch,sulphur butterfly
train/n09193705/images/n09193705_27.JPEG,magnetic compass,sandal,backpack,pizza,train/n02963159/images/n02963159_161.JPEG,backpack,oboe,magnetic compass,torch,train/n04456115/images/n04456115_140.JPEG,alp,magnetic compass,sandal,cardigan,train/n03617480/images/n03617480_163.JPEG,cardigan,sandal,backpack,torch,train/n03617480/images/n03617480_313.JPEG,pizza,torch,sulphur butterfly,alp,train/n07873807/images/n07873807_333.JPEG,pizza,cardigan,alp,magnetic compass,train/n04133789/images/n04133789_356.JPEG,sulphur butterfly,kimono,alp,oboe,train/n03617480/images/n03617480_171.JPEG,sandal,alp,oboe,sulphur butterfly,train/n03706229/images/n03706229_444.JPEG,pizza,sulphur butterfly,torch,alp,train/n07873807/images/n07873807_438.JPEG,backpack,alp,sandal,sulphur butterfly
